id,rep1,rep2
Everolimus_AZD5363_D013T01_Bliss,7.02523081577132,-4.437431401154309
Everolimus_AZD5363_D013T01_HSA,6.20104022429451,-2.7260735805167613
Everolimus_AZD5363_D013T01_Loewe,2.7299487813179377,-2.6995545776313805
Everolimus_AZD5363_D013T01_ZIP,0.32193363247541473,-5.490972912642885
Everolimus_AZD5363_D019T01_Bliss,13.018750867820001,10.773478957087638
Everolimus_AZD5363_D019T01_HSA,11.408612353961955,9.753783464356781
Everolimus_AZD5363_D019T01_Loewe,12.857349213275567,9.057109032512656
Everolimus_AZD5363_D019T01_ZIP,6.51254322230361,-2.92686281383635
Everolimus_AZD5363_D080T01_Bliss,6.922389596658076,1.00750967333635
Everolimus_AZD5363_D080T01_HSA,6.915055403162509,0.3763424364828987
Everolimus_AZD5363_D080T01_Loewe,8.256048739267346,2.0587805215855615
Everolimus_AZD5363_D080T01_ZIP,-1.791315834195833,-2.218933205849079
Everolimus_AZD5363_D090T01_Bliss,0.7952654960594763,2.901183797841391
Everolimus_AZD5363_D090T01_HSA,1.4068391829256726,0.34977692014070516
Everolimus_AZD5363_D090T01_Loewe,1.8618628295437583,2.174016565054991
Everolimus_AZD5363_D090T01_ZIP,-2.696156613283616,0.51484495415965
Everolimus_AZD5363_D092T01_Bliss,11.557685778999002,0.8871311904045392
Everolimus_AZD5363_D092T01_HSA,16.225913310020818,5.521903605612081
Everolimus_AZD5363_D092T01_Loewe,13.123752904047251,5.107737453178501
Everolimus_AZD5363_D092T01_ZIP,11.670873384139014,5.810671499660813
Everolimus_AZD5363_D104T01_Bliss,5.769441394970878,5.967702458220615
Everolimus_AZD5363_D104T01_HSA,6.077035822189878,6.2955310552364905
Everolimus_AZD5363_D104T01_Loewe,12.050321829989935,3.5317358263377407
Everolimus_AZD5363_D104T01_ZIP,-1.6398628853527524,-1.457312377223186
Everolimus_AZD5363_D105T01_Bliss,4.910713329687792,6.947765890346696
Everolimus_AZD5363_D105T01_HSA,4.406133145544001,5.706261727775052
Everolimus_AZD5363_D105T01_Loewe,5.89486806556549,-0.5910563275438471
Everolimus_AZD5363_D105T01_ZIP,2.830063994788144,0.054954044823706
Everolimus_AZD5363_D114T01_Bliss,6.852058574595094,1.6997795318675248
Everolimus_AZD5363_D114T01_HSA,6.442124767940316,1.450617528696128
Everolimus_AZD5363_D114T01_Loewe,0.03823993168643503,-4.396560488450261
Everolimus_AZD5363_D114T01_ZIP,6.235712627682518,2.126554912207916
Everolimus_AZD5363_D115T01_Bliss,8.487055250199855,8.11519518083634
Everolimus_AZD5363_D115T01_HSA,10.403919601330909,10.420609352559099
Everolimus_AZD5363_D115T01_Loewe,8.958009512765207,5.01677543281975
Everolimus_AZD5363_D115T01_ZIP,8.003167728404618,6.175125770941566
Everolimus_AZD5363_D131T01_Bliss,10.17957503343968,8.959024884815694
Everolimus_AZD5363_D131T01_HSA,9.899800431291661,9.054393010538357
Everolimus_AZD5363_D131T01_Loewe,0.7199273952044677,0.07348887306389028
Everolimus_AZD5363_D131T01_ZIP,14.786682129854716,6.297742890530254
Everolimus_AZD5363_D134T01_Bliss,4.955224719628753,2.361833866265483
Everolimus_AZD5363_D134T01_HSA,6.644815296564909,1.6420911963931417
Everolimus_AZD5363_D134T01_Loewe,5.166417012042462,2.01245331517995
Everolimus_AZD5363_D134T01_ZIP,2.150746519869754,-1.091886970874862
Everolimus_AZD5363_D135T01_Bliss,-0.7476953596820907,10.624632206833073
Everolimus_AZD5363_D135T01_HSA,-0.6233682829105428,13.098386235210592
Everolimus_AZD5363_D135T01_Loewe,-5.444027011538936,10.619438058916469
Everolimus_AZD5363_D135T01_ZIP,-6.621675135500727,9.970244645244753
Napabucasin_Rucaparib_D013T01_Bliss,-9.181249593884527,15.188278736564602
Napabucasin_Rucaparib_D013T01_HSA,-9.188949539779651,12.30172155712654
Napabucasin_Rucaparib_D013T01_Loewe,-13.6141018825628,1.8533482820297387
Napabucasin_Rucaparib_D013T01_ZIP,-1.1493893715707253,10.780939516230756
Napabucasin_Rucaparib_D019T01_Bliss,-12.758226130479708,5.450964071750843
Napabucasin_Rucaparib_D019T01_HSA,-13.069314510536165,4.521462282888807
Napabucasin_Rucaparib_D019T01_Loewe,-14.810581732977017,-1.7701783228482728
Napabucasin_Rucaparib_D019T01_ZIP,-9.368792899169886,2.7583686497380673
Napabucasin_Rucaparib_D080T01_Bliss,11.191779230666317,6.834331049377239
Napabucasin_Rucaparib_D080T01_HSA,8.560251629645414,6.364398264781573
Napabucasin_Rucaparib_D080T01_Loewe,10.182163294583267,6.252291306175815
Napabucasin_Rucaparib_D080T01_ZIP,9.630792277896466,3.7201534951211093
Napabucasin_Rucaparib_D090T01_Bliss,7.125921816727249,1.8156130837705386
Napabucasin_Rucaparib_D090T01_HSA,6.170206605798523,0.7383206582199707
Napabucasin_Rucaparib_D090T01_Loewe,6.995931621833962,-11.563701662444252
Napabucasin_Rucaparib_D090T01_ZIP,6.549548170967099,-0.14695256155127917
Napabucasin_Rucaparib_D092T01_Bliss,6.151515778152258,3.7881215678019675
Napabucasin_Rucaparib_D092T01_HSA,6.7743433874365095,5.650541423296771
Napabucasin_Rucaparib_D092T01_Loewe,1.84045241800961,-12.275893113663091
Napabucasin_Rucaparib_D092T01_ZIP,4.635042645028885,5.006977743130289
Napabucasin_Rucaparib_D104T01_Bliss,6.693392939335963,7.107754321143257
Napabucasin_Rucaparib_D104T01_HSA,5.93469201110711,6.263831048383696
Napabucasin_Rucaparib_D104T01_Loewe,8.532155957354705,7.860825559594929
Napabucasin_Rucaparib_D104T01_ZIP,5.699372456496367,4.021438138709851
Napabucasin_Rucaparib_D105T01_Bliss,5.1950710793946895,-1.8375658796672485
Napabucasin_Rucaparib_D105T01_HSA,4.2021989911613575,-2.387180984026285
Napabucasin_Rucaparib_D105T01_Loewe,4.143447731603165,-13.67621072094582
Napabucasin_Rucaparib_D105T01_ZIP,6.367962850130075,-1.1949177276922092
Napabucasin_Rucaparib_D114T01_Bliss,8.365778789157375,14.095983131861118
Napabucasin_Rucaparib_D114T01_HSA,7.665154450513363,12.92000677024185
Napabucasin_Rucaparib_D114T01_Loewe,-7.67417476188159,14.618334561432915
Napabucasin_Rucaparib_D114T01_ZIP,5.630564106429752,12.289202237397436
Napabucasin_Rucaparib_D115T01_Bliss,1.7032909879326694,-8.346966703685471
Napabucasin_Rucaparib_D115T01_HSA,1.4493127207563459,-8.79331957901898
Napabucasin_Rucaparib_D115T01_Loewe,-16.770490528723897,-5.957534524773893
Napabucasin_Rucaparib_D115T01_ZIP,0.18359441316796102,3.0634916797155185
Napabucasin_Rucaparib_D131T01_Bliss,30.65235426063163,16.329773193482797
Napabucasin_Rucaparib_D131T01_HSA,31.382300523755084,14.894749555333197
