block_id,method,line,score
Napabucasin_Sunitinib,HSA,D115T01,-10.442310748487799
Napabucasin_Sunitinib,HSA,D131T01,-0.3683428321389861
Napabucasin_Sunitinib,HSA,D134T01,-3.2908043648517635
Napabucasin_Sunitinib,HSA,D135T01,-2.1639305600459244
Napabucasin_Sunitinib,Loewe,D013T01,-27.508844224467424
Napabucasin_Sunitinib,Loewe,D019T01,-15.64769092929717
Napabucasin_Sunitinib,Loewe,D080T01,-1.3193781640483162
Napabucasin_Sunitinib,Loewe,D090T01,5.466865175209647
Napabucasin_Sunitinib,Loewe,D092T01,-5.524986960263112
Napabucasin_Sunitinib,Loewe,D104T01,-17.554159623232255
Napabucasin_Sunitinib,Loewe,D105T01,-2.203963906528254
Napabucasin_Sunitinib,Loewe,D114T01,-20.33364976513349
Napabucasin_Sunitinib,Loewe,D115T01,-12.016646944264838
Napabucasin_Sunitinib,Loewe,D131T01,-9.408141900376208
Napabucasin_Sunitinib,Loewe,D134T01,-8.559596509371339
Napabucasin_Sunitinib,Loewe,D135T01,-8.897108539212752
Napabucasin_Sunitinib,ZIP,D013T01,-9.175686470990506
Napabucasin_Sunitinib,ZIP,D019T01,-7.126982026678425
Napabucasin_Sunitinib,ZIP,D080T01,0.9787434384680205
Napabucasin_Sunitinib,ZIP,D090T01,-6.3222051438681355
Napabucasin_Sunitinib,ZIP,D092T01,3.005531558731085
Napabucasin_Sunitinib,ZIP,D104T01,-5.352219612200672
Napabucasin_Sunitinib,ZIP,D105T01,-6.849147960281056
Napabucasin_Sunitinib,ZIP,D114T01,-2.3295677817756393
Napabucasin_Sunitinib,ZIP,D115T01,-4.096417136905207
Napabucasin_Sunitinib,ZIP,D131T01,0.7150673225109961
Napabucasin_Sunitinib,ZIP,D134T01,-1.050004547111345
Napabucasin_Sunitinib,ZIP,D135T01,-1.4030745950324695
Napabucasin_Trametinib,Bliss,D013T01,-10.737783176351817
Napabucasin_Trametinib,Bliss,D019T01,-6.585795396346347
Napabucasin_Trametinib,Bliss,D080T01,-0.5986851513150077
Napabucasin_Trametinib,Bliss,D090T01,-5.244374406507869
Napabucasin_Trametinib,Bliss,D092T01,-1.273463355424927
Napabucasin_Trametinib,Bliss,D104T01,-1.4157331382492755
Napabucasin_Trametinib,Bliss,D105T01,-6.9953264101558394
Napabucasin_Trametinib,Bliss,D114T01,0.04948210620281754
Napabucasin_Trametinib,Bliss,D115T01,-4.305479013161271
Napabucasin_Trametinib,Bliss,D131T01,-0.05207627091146444
Napabucasin_Trametinib,Bliss,D134T01,-2.7072046737742017
Napabucasin_Trametinib,Bliss,D135T01,1.9329340614506318
Napabucasin_Trametinib,HSA,D013T01,-11.373577698256689
Napabucasin_Trametinib,HSA,D019T01,-4.769205958943122
Napabucasin_Trametinib,HSA,D080T01,-1.2027055523775394
Napabucasin_Trametinib,HSA,D090T01,-3.3802276747082605
Napabucasin_Trametinib,HSA,D092T01,2.078076222747556
Napabucasin_Trametinib,HSA,D104T01,-1.4307312162260486
Napabucasin_Trametinib,HSA,D105T01,-6.515494518785593
Napabucasin_Trametinib,HSA,D114T01,-0.8970379668343026
Napabucasin_Trametinib,HSA,D115T01,-4.637093278896145
Napabucasin_Trametinib,HSA,D131T01,1.1536232236766006
Napabucasin_Trametinib,HSA,D134T01,0.9811195922792448
Napabucasin_Trametinib,HSA,D135T01,2.9553376854592095
Napabucasin_Trametinib,Loewe,D013T01,-21.644660947896824
Napabucasin_Trametinib,Loewe,D019T01,-8.230583535780987
Napabucasin_Trametinib,Loewe,D080T01,-25.186991654280177
Napabucasin_Trametinib,Loewe,D090T01,-4.373477074292245
Napabucasin_Trametinib,Loewe,D092T01,0.7804313973677596
Napabucasin_Trametinib,Loewe,D104T01,-6.563976715868573
Napabucasin_Trametinib,Loewe,D105T01,-7.995968310350676
Napabucasin_Trametinib,Loewe,D114T01,-14.90710160161046
Napabucasin_Trametinib,Loewe,D115T01,-6.505447015473984
Napabucasin_Trametinib,Loewe,D131T01,13.219475975237643
Napabucasin_Trametinib,Loewe,D134T01,-5.961969325903064
Napabucasin_Trametinib,Loewe,D135T01,-3.3563162304757164
Napabucasin_Trametinib,ZIP,D013T01,-4.596145598478081
Napabucasin_Trametinib,ZIP,D019T01,-3.1887955993487225
Napabucasin_Trametinib,ZIP,D080T01,1.6222951797946261
Napabucasin_Trametinib,ZIP,D090T01,-2.1887041288897255
Napabucasin_Trametinib,ZIP,D092T01,0.29073660239916777
Napabucasin_Trametinib,ZIP,D104T01,0.04893399211663674
Napabucasin_Trametinib,ZIP,D105T01,-2.9070842146413574
Napabucasin_Trametinib,ZIP,D114T01,1.0640654375577983
Napabucasin_Trametinib,ZIP,D115T01,-1.430264831773083
Napabucasin_Trametinib,ZIP,D131T01,1.0423749330887788
Napabucasin_Trametinib,ZIP,D134T01,-0.8923135513576362
Napabucasin_Trametinib,ZIP,D135T01,3.036171364444767
TAS_Birinapant,Bliss,D013T01,0.1316471624671547
TAS_Birinapant,Bliss,D019T01,2.8732753178767965
TAS_Birinapant,Bliss,D080T01,1.3096182212274714
TAS_Birinapant,Bliss,D090T01,-5.466006435695764
TAS_Birinapant,Bliss,D092T01,0.8737285342747948
TAS_Birinapant,Bliss,D104T01,-2.1429859349005884
TAS_Birinapant,Bliss,D105T01,-2.5804122497547155
TAS_Birinapant,Bliss,D114T01,1.0704655832196333
TAS_Birinapant,Bliss,D115T01,2.100016727090149
TAS_Birinapant,Bliss,D131T01,2.7013389661249887
TAS_Birinapant,Bliss,D134T01,-1.8276984167081136
TAS_Birinapant,Bliss,D135T01,-3.8217278619119144
TAS_Birinapant,HSA,D013T01,-0.8176612705269946
TAS_Birinapant,HSA,D019T01,4.553302960753401
TAS_Birinapant,HSA,D080T01,-0.6586038775337351
TAS_Birinapant,HSA,D090T01,-9.126842364577495
TAS_Birinapant,HSA,D092T01,3.422708885045491
TAS_Birinapant,HSA,D104T01,-3.2977946033934336
TAS_Birinapant,HSA,D105T01,-5.9612299230472185
TAS_Birinapant,HSA,D114T01,1.9921405127222211
TAS_Birinapant,HSA,D115T01,4.048276871934326
TAS_Birinapant,HSA,D131T01,6.0220378424373315
TAS_Birinapant,HSA,D134T01,0.34564955595157604
TAS_Birinapant,HSA,D135T01,-0.3137769185506265
TAS_Birinapant,Loewe,D013T01,-6.016200474676751
TAS_Birinapant,Loewe,D019T01,-0.04514139401219941
TAS_Birinapant,Loewe,D080T01,-10.112756931353484
TAS_Birinapant,Loewe,D090T01,-14.426019394797988
TAS_Birinapant,Loewe,D092T01,4.260442118565276
TAS_Birinapant,Loewe,D104T01,-11.402108012799697
TAS_Birinapant,Loewe,D105T01,-6.009620355595686
TAS_Birinapant,Loewe,D114T01,-3.028306389876615
TAS_Birinapant,Loewe,D115T01,1.0583136911572957
TAS_Birinapant,Loewe,D131T01,2.9125069588451744
TAS_Birinapant,Loewe,D134T01,-8.387971124555303
TAS_Birinapant,Loewe,D135T01,-4.576380935393734
TAS_Birinapant,ZIP,D013T01,-1.6130359833459453
TAS_Birinapant,ZIP,D019T01,-2.439694920136748
TAS_Birinapant,ZIP,D080T01,0.4171826820652676
TAS_Birinapant,ZIP,D090T01,-1.6799848527672767
TAS_Birinapant,ZIP,D092T01,-3.862492919662015
TAS_Birinapant,ZIP,D104T01,-4.590096762112267
TAS_Birinapant,ZIP,D105T01,-3.64888743095871
TAS_Birinapant,ZIP,D114T01,-0.9831449139620795
TAS_Birinapant,ZIP,D115T01,5.034419861428882
TAS_Birinapant,ZIP,D131T01,3.8031610590839384
TAS_Birinapant,ZIP,D134T01,-0.3459956873829082
TAS_Birinapant,ZIP,D135T01,-1.6178545987117325
TAS_Gefitinib,Bliss,D013T01,-1.960495250553785
TAS_Gefitinib,Bliss,D019T01,-1.5280226650079256
TAS_Gefitinib,Bliss,D080T01,9.559913067303501
TAS_Gefitinib,Bliss,D090T01,-3.9024593294602368
TAS_Gefitinib,Bliss,D092T01,-1.5463085966123384
TAS_Gefitinib,Bliss,D104T01,-4.316601745428584
TAS_Gefitinib,Bliss,D105T01,-4.813882246369234
TAS_Gefitinib,Bliss,D114T01,-4.98735795870185
TAS_Gefitinib,Bliss,D115T01,-2.795721231632932
TAS_Gefitinib,Bliss,D131T01,-5.374493395546544
TAS_Gefitinib,Bliss,D134T01,1.7662261522493552
TAS_Gefitinib,Bliss,D135T01,-8.725931758077298
TAS_Gefitinib,HSA,D013T01,0.9645985956830295
TAS_Gefitinib,HSA,D019T01,-2.1755798774591963
TAS_Gefitinib,HSA,D080T01,11.829925168085733
TAS_Gefitinib,HSA,D090T01,0.05298339765635851
TAS_Gefitinib,HSA,D092T01,2.003756499277862
TAS_Gefitinib,HSA,D104T01,-0.22692743235298812
TAS_Gefitinib,HSA,D105T01,-1.408689504926981
TAS_Gefitinib,HSA,D114T01,-2.5973547929295018
TAS_Gefitinib,HSA,D115T01,2.3529613362776685
TAS_Gefitinib,HSA,D131T01,-0.7168701883474784
TAS_Gefitinib,HSA,D134T01,5.5143648730974855
TAS_Gefitinib,HSA,D135T01,-3.980584555092776
TAS_Gefitinib,Loewe,D013T01,-4.593333387531845
TAS_Gefitinib,Loewe,D019T01,-0.35406948321269166
TAS_Gefitinib,Loewe,D080T01,5.00445756916975
TAS_Gefitinib,Loewe,D090T01,-2.691950304165215
TAS_Gefitinib,Loewe,D092T01,-4.557908841138956
TAS_Gefitinib,Loewe,D104T01,-1.6404551132284246
TAS_Gefitinib,Loewe,D105T01,-1.429176683447566
TAS_Gefitinib,Loewe,D114T01,23.73952147484567
TAS_Gefitinib,Loewe,D115T01,-2.0529562034771933
TAS_Gefitinib,Loewe,D131T01,-2.5671384499416146
TAS_Gefitinib,Loewe,D134T01,2.360606405761984
TAS_Gefitinib,Loewe,D135T01,-6.950803080755591
TAS_Gefitinib,ZIP,D013T01,-1.1932039476928142
TAS_Gefitinib,ZIP,D019T01,-3.6827390874504315
TAS_Gefitinib,ZIP,D080T01,8.235017146240207
TAS_Gefitinib,ZIP,D090T01,-2.3800786576319988
TAS_Gefitinib,ZIP,D092T01,-1.0683519409422448
TAS_Gefitinib,ZIP,D104T01,-4.105799996381551
TAS_Gefitinib,ZIP,D105T01,-3.7483221777825357
TAS_Gefitinib,ZIP,D114T01,-1.6136217013804883
TAS_Gefitinib,ZIP,D115T01,-0.8117296020176396
TAS_Gefitinib,ZIP,D131T01,-4.696614560348226
TAS_Gefitinib,ZIP,D134T01,-0.05772572417772237
TAS_Gefitinib,ZIP,D135T01,-7.165348408102677
TAS_MK8776,Bliss,D013T01,4.8752803836207566
TAS_MK8776,Bliss,D019T01,2.3974188075315497
TAS_MK8776,Bliss,D080T01,1.3774046291473567
TAS_MK8776,Bliss,D090T01,-0.3398687222135981
TAS_MK8776,Bliss,D092T01,-3.427057539161307
TAS_MK8776,Bliss,D104T01,0.861030637026168
TAS_MK8776,Bliss,D105T01,3.08514137957206
TAS_MK8776,Bliss,D114T01,5.919929770534537
TAS_MK8776,Bliss,D115T01,0.44691999857216996
TAS_MK8776,Bliss,D131T01,7.650088865041257
TAS_MK8776,Bliss,D134T01,3.197262816023075
TAS_MK8776,Bliss,D135T01,-4.756715133060837
TAS_MK8776,HSA,D013T01,5.366009195001628
TAS_MK8776,HSA,D019T01,1.6609677558669114
TAS_MK8776,HSA,D080T01,0.6099408823822661
TAS_MK8776,HSA,D090T01,-3.0944772501145703
TAS_MK8776,HSA,D092T01,-3.4867054822876895
TAS_MK8776,HSA,D104T01,0.9195250563168669
TAS_MK8776,HSA,D105T01,0.5333114783412467
TAS_MK8776,HSA,D114T01,5.304202471808285
TAS_MK8776,HSA,D115T01,-0.7139969704275819
TAS_MK8776,HSA,D131T01,6.948071193055538
TAS_MK8776,HSA,D134T01,2.9654753470053707
TAS_MK8776,HSA,D135T01,-4.771586832974712
TAS_MK8776,Loewe,D013T01,6.752132037403744
TAS_MK8776,Loewe,D019T01,1.760166781421798
TAS_MK8776,Loewe,D080T01,-2.4421918222327497
TAS_MK8776,Loewe,D090T01,1.3792764376594064
TAS_MK8776,Loewe,D092T01,-7.4398325176438185
TAS_MK8776,Loewe,D104T01,-4.219653274542599
TAS_MK8776,Loewe,D105T01,0.9451919539480532
TAS_MK8776,Loewe,D114T01,-5.597994566882008
TAS_MK8776,Loewe,D115T01,-4.6180457924142395
TAS_MK8776,Loewe,D131T01,10.535534405425608
TAS_MK8776,Loewe,D134T01,-2.4677712287460576
TAS_MK8776,Loewe,D135T01,-5.498691462804869
TAS_MK8776,ZIP,D013T01,4.36181047972093
TAS_MK8776,ZIP,D019T01,-1.1372585229189167
TAS_MK8776,ZIP,D080T01,-0.9402652300630114
TAS_MK8776,ZIP,D090T01,3.005233274084401
TAS_MK8776,ZIP,D092T01,-3.716267621041088
TAS_MK8776,ZIP,D104T01,-1.6183323597087784
TAS_MK8776,ZIP,D105T01,1.634457575021876
TAS_MK8776,ZIP,D114T01,0.08286669367748983
TAS_MK8776,ZIP,D115T01,1.8189504682240494
TAS_MK8776,ZIP,D131T01,5.15668500216959
TAS_MK8776,ZIP,D134T01,-3.077260135860862
TAS_MK8776,ZIP,D135T01,-4.884338843139897
Trametinib_Afatinib,Bliss,D013T01,-4.0160385171631745
Trametinib_Afatinib,Bliss,D019T01,4.0279314714018515
Trametinib_Afatinib,Bliss,D080T01,17.68009072429174
Trametinib_Afatinib,Bliss,D090T01,-7.392871470690023
Trametinib_Afatinib,Bliss,D092T01,-2.7518071179303476
Trametinib_Afatinib,Bliss,D104T01,2.5504289658473596
Trametinib_Afatinib,Bliss,D105T01,-1.7404315847760485
Trametinib_Afatinib,Bliss,D114T01,-3.568691153416829
Trametinib_Afatinib,Bliss,D115T01,-7.323762674762654
Trametinib_Afatinib,Bliss,D131T01,-4.473704715187092
Trametinib_Afatinib,Bliss,D134T01,2.0467192055549455
Trametinib_Afatinib,Bliss,D135T01,-1.3376217119387763
Trametinib_Afatinib,HSA,D013T01,8.181549998923103
Trametinib_Afatinib,HSA,D019T01,7.679588426759343
Trametinib_Afatinib,HSA,D080T01,19.665581092056854
Trametinib_Afatinib,HSA,D090T01,6.956207918551034
Trametinib_Afatinib,HSA,D092T01,9.265475580125221
Trametinib_Afatinib,HSA,D104T01,12.86711901598404
Trametinib_Afatinib,HSA,D105T01,7.796466875597147
Trametinib_Afatinib,HSA,D114T01,7.025046270153152
Trametinib_Afatinib,HSA,D115T01,5.5336701226396805
Trametinib_Afatinib,HSA,D131T01,6.964817912454592
Trametinib_Afatinib,HSA,D134T01,10.118269399826687
Trametinib_Afatinib,HSA,D135T01,9.815934089586916
Trametinib_Afatinib,Loewe,D013T01,5.545069119979511
Trametinib_Afatinib,Loewe,D019T01,5.33549852299719
Trametinib_Afatinib,Loewe,D080T01,17.78444572696445
Trametinib_Afatinib,Loewe,D090T01,6.637539658921173
Trametinib_Afatinib,Loewe,D092T01,7.456709002186887
Trametinib_Afatinib,Loewe,D104T01,11.999553957152703
Trametinib_Afatinib,Loewe,D105T01,4.335892668781347
Trametinib_Afatinib,Loewe,D114T01,5.6532942443171095
Trametinib_Afatinib,Loewe,D115T01,5.128897140738472
Trametinib_Afatinib,Loewe,D131T01,6.311037581239428
Trametinib_Afatinib,Loewe,D134T01,8.765379379812014
Trametinib_Afatinib,Loewe,D135T01,9.165344454682883
Trametinib_Afatinib,ZIP,D013T01,-4.296596466356972
Trametinib_Afatinib,ZIP,D019T01,3.573491482351047
Trametinib_Afatinib,ZIP,D080T01,19.32654692817161
Trametinib_Afatinib,ZIP,D090T01,-7.348878281601468
Trametinib_Afatinib,ZIP,D092T01,-3.14058729721311
Trametinib_Afatinib,ZIP,D104T01,3.419135287865201
Trametinib_Afatinib,ZIP,D105T01,-1.0662389103367425
Trametinib_Afatinib,ZIP,D114T01,-4.067573607878684
Trametinib_Afatinib,ZIP,D115T01,-7.435784731855458
Trametinib_Afatinib,ZIP,D131T01,-3.7780651839589634
Trametinib_Afatinib,ZIP,D134T01,1.8828019059139243
Trametinib_Afatinib,ZIP,D135T01,-1.1534591172873214
Trametinib_Docetaxel,Bliss,D013T01,-3.166867522896557
Trametinib_Docetaxel,Bliss,D019T01,-0.8994146405531267
Trametinib_Docetaxel,Bliss,D080T01,9.951978675173034
Trametinib_Docetaxel,Bliss,D090T01,-8.89007638180012
Trametinib_Docetaxel,Bliss,D092T01,-4.67059987770031
Trametinib_Docetaxel,Bliss,D104T01,1.9701528603198049
Trametinib_Docetaxel,Bliss,D105T01,-14.58756413029893
Trametinib_Docetaxel,Bliss,D114T01,-2.811978855279263
Trametinib_Docetaxel,Bliss,D115T01,-4.25956835352647
Trametinib_Docetaxel,Bliss,D131T01,-3.8121264675828055
Trametinib_Docetaxel,Bliss,D134T01,0.5506559502715191
Trametinib_Docetaxel,Bliss,D135T01,-8.352900368809603
Trametinib_Docetaxel,HSA,D013T01,9.259605223660758
Trametinib_Docetaxel,HSA,D019T01,9.835097368536974
Trametinib_Docetaxel,HSA,D080T01,14.209574309738425
Trametinib_Docetaxel,HSA,D090T01,-1.3130458609493376
Trametinib_Docetaxel,HSA,D092T01,3.8092411209112385
Trametinib_Docetaxel,HSA,D104T01,14.814374551256734
Trametinib_Docetaxel,HSA,D105T01,-3.8389121078448225
Trametinib_Docetaxel,HSA,D114T01,8.012700469561496
Trametinib_Docetaxel,HSA,D115T01,4.075010565161167
Trametinib_Docetaxel,HSA,D131T01,5.091145081137057
Trametinib_Docetaxel,HSA,D134T01,10.829433955951556
Trametinib_Docetaxel,HSA,D135T01,1.3141430980018227
Trametinib_Docetaxel,Loewe,D013T01,8.478137127433216
Trametinib_Docetaxel,Loewe,D019T01,8.378987352776761
Trametinib_Docetaxel,Loewe,D080T01,9.28406242434612
Trametinib_Docetaxel,Loewe,D090T01,-3.1262268868256933
Trametinib_Docetaxel,Loewe,D092T01,2.6917135099225913
Trametinib_Docetaxel,Loewe,D104T01,13.654211847111698
Trametinib_Docetaxel,Loewe,D105T01,-4.286660007096409
Trametinib_Docetaxel,Loewe,D114T01,6.854620654533324
Trametinib_Docetaxel,Loewe,D115T01,2.7007644249763727
Trametinib_Docetaxel,Loewe,D131T01,3.796141128601786
Trametinib_Docetaxel,Loewe,D134T01,6.878745849630998
Trametinib_Docetaxel,Loewe,D135T01,0.033644839341033794
Trametinib_Docetaxel,ZIP,D013T01,-1.9254509768003836
Trametinib_Docetaxel,ZIP,D019T01,0.01013843875961662
Trametinib_Docetaxel,ZIP,D080T01,11.283428939442485
Trametinib_Docetaxel,ZIP,D090T01,-5.543526532676399
Trametinib_Docetaxel,ZIP,D092T01,-3.790575178637095
Trametinib_Docetaxel,ZIP,D104T01,2.6563477479667363
Trametinib_Docetaxel,ZIP,D105T01,-11.480176404745606
Trametinib_Docetaxel,ZIP,D114T01,-2.3502480562778447
Trametinib_Docetaxel,ZIP,D115T01,-2.4015466581537863
Trametinib_Docetaxel,ZIP,D131T01,-3.1500258832974204
Trametinib_Docetaxel,ZIP,D134T01,0.572731806134058
Trametinib_Docetaxel,ZIP,D135T01,-6.781059555796239
Trametinib_Taselisib,Bliss,D013T01,5.862391831259519
Trametinib_Taselisib,Bliss,D019T01,8.53145112196613
Trametinib_Taselisib,Bliss,D080T01,13.156665875829185
Trametinib_Taselisib,Bliss,D090T01,10.223185763788054
Trametinib_Taselisib,Bliss,D092T01,5.900676784741178
Trametinib_Taselisib,Bliss,D104T01,12.892620014994426
Trametinib_Taselisib,Bliss,D105T01,14.814334238554586
Trametinib_Taselisib,Bliss,D114T01,7.549515717172125
Trametinib_Taselisib,Bliss,D115T01,7.51315156715634
Trametinib_Taselisib,Bliss,D131T01,2.6476887600875982
Trametinib_Taselisib,Bliss,D134T01,1.98762560174251
Trametinib_Taselisib,Bliss,D135T01,-1.2431751117384997
Trametinib_Taselisib,HSA,D013T01,16.11913683742161
Trametinib_Taselisib,HSA,D019T01,15.605407823573016
Trametinib_Taselisib,HSA,D080T01,14.455925340953984
Trametinib_Taselisib,HSA,D090T01,18.241139421918696
Trametinib_Taselisib,HSA,D092T01,18.912566471703332
Trametinib_Taselisib,HSA,D104T01,19.419030928366453
Trametinib_Taselisib,HSA,D105T01,18.80451085044211
Trametinib_Taselisib,HSA,D114T01,16.31778504716888
Trametinib_Taselisib,HSA,D115T01,18.123983660379864
Trametinib_Taselisib,HSA,D131T01,10.86820150048715
Trametinib_Taselisib,HSA,D134T01,10.714186759628877
Trametinib_Taselisib,HSA,D135T01,10.420267250252806
